slug,provider,actionButtons,toolType,tag,price,planType,planName,description,starred
portal-free,Portal,"[""[Portal](https://portal.polygon.technology/)"",""[Docs](https://www.portalhq.io/)""]",Development platform,"[""Web"",""Developer Portal""]",$0,TBD,,"Main developer portal with docs, faucet, explorer hub and access to Amoy testnet, RPC endpoints",FALSE
portal-pay-as-you-go,Portal,"[""[Portal](https://portal.polygon.technology/)"",""[Docs](https://www.portalhq.io/)""]",Development platform,"[""Web"",""Developer Portal""]",$499,TBD,,"Main developer portal with docs, faucet, explorer hub and access to Amoy testnet, RPC endpoints",FALSE
portal-enterprise,Portal,"[""[Portal](https://portal.polygon.technology/)"",""[Docs](https://www.portalhq.io/)""]",Development platform,"[""Web"",""Developer Portal""]",Custom,TBD,,"Main developer portal with docs, faucet, explorer hub and access to Amoy testnet, RPC endpoints",FALSE
prb-test,PRB Test,"[""[Website](https://github.com/PaulRBerg/prb-test)""]",Library,"[""Solidity Testing Library""]",$0,TBD,,"It is a modern collection of testing assertions and logging utilities for Solidity, and is meant to be a drop-in replacement for DSTest",FALSE
privy,Privy,"[""[Docs](https://docs.privy.io/welcome)""]",Development platform,"[""Authentication"",""Wallet""]",Custom,TBD,,"Securely spin up whitelabel wallets, sign transactions and integrate onchain infrastructure-all through one simple API",FALSE
quicknode-sdk-free,Quicknode SDK,"[""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",$0,TBD,,It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure.,FALSE
quicknode-sdk-pay-as-you-go,Quicknode SDK,"[""[Buy](https://www.quicknode.com/pricing)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",$49/$249/$499/$999,TBD,,It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure.,FALSE
quicknode-sdk-enterprise,Quicknode SDK,"[""[Contact](https://www.quicknode.com/contact-us)"",""[Docs](https://www.quicknode.com/docs/quicknode-sdk)""]",SDK,"[""QuickNode SDK"",""Web3 development"",""Blockchain API"",""Node provider""]",Custom,TBD,,It is an open-source software development kit designed to help developers build decentralized applications (dApps) by abstracting complex blockchain interactions and providing an interface to QuickNode's infrastructure.,FALSE
quiver,Raid Guild,"[""[Website](https://github.com/raid-guild/quiver)""]",Library,"[""Ethereum"",""dApps"",""Web3"",""React"",""Smart-Contracts""]",$0,TBD,,"It offers features like accelerated Web3 onboarding with pre-built components for common interactions, essential integrations with Web3Modal, ENS, and Gnosis Safe Apps, and smart contract interaction",FALSE
rainbowkit,RainbowKit,"[""[Docs](https://rainbowkit.com/docs/introduction/)""]",Library,"[""React"",""Wallet SDK""]",$0,TBD,,Open-source toolkit providing customizable React components for wallet connection UIs enabling seamless Ethereum wallet integrations,FALSE
rarible,Rarible,"[""[Docs](https://docs.rarible.org/docs/introduction)""]",NFT,"[""Rarible SDK"",""Rarible Protocol"",""Multichain SDK"",""NFT API"",""NFT Development""]",$0,TBD,,"It simplifies building NFT applications by providing an abstraction layer over multiple blockchains, allowing developers to easily create, mint, sell, buy, transfer and query NFTs without deep blockchain specifics",FALSE
reclaim-protocol,Reclaim Protocol,"[""[Website](https://docs.reclaimprotocol.org/)""]",Development platform,"[""Zero-knowledge proofs"",""Data verification"",""Identity verification"",""Private data""]",Custom,TBD,,"It provides developers with SDKs and tools to integrate user identity, activity and reputation data from websites into applications using privacy-preserving zero-knowledge proofs.",FALSE
remix,Remix,"[""[Docs](https://remix-ide.readthedocs.io/)""]",IDE,"[""IDE"",""Solidity""]",$0,TBD,,Open-source online IDE for writing compiling and debugging Ethereum smart contracts,FALSE
reown,Reown,"[""[Website](https://reown.com/)"",""[Docs](https://docs.reown.com/)""]",Tool,"[""Smart Wallets"",""Social Login"",""Paymasters"",""Gas Sponsorship""]",Custom,TBD,,"Tools to build user-friendly smart wallets with social login, paymaster configuration for gas fees sponsorship and chain abstraction for seamless UX",FALSE
reservoir,Reservoir,"[""[Website](https://nft.reservoir.tools/reference/what-is-reservoir)""]",NFT,"[""NFT"",""Orderbook"",""Marketplace""]",Custom,TBD,,"Reservoir is a developer platform that lets you interact with the NFT market using a single toolkit. With the tools, you can build custom marketplaces, embed buying and selling into your app, and get distribution for your protocol's liquidity, among many other use cases",FALSE
reth,Reth,"[""[Website](https://reth.rs/sdk/)""]",SDK,"[""Rust Ethereum Client"",""Rust Blockchain Development"",""EVM compatible chains""]",$0,TBD,,It is an Ethereum execution client and developer toolkit (SDK) that allows developers to run high-performance Ethereum nodes and build custom blockchain infrastructure using its modular components as libraries,FALSE
rivet-cloud-free,Rivet.cloud,"[""[Docs](https://rivet.cloud/docs/)""]",Development platform,"[""Cloud-Based Ethereum API Service""]",$0/3K req,TBD,,"It offers developer tools for EVM-based chains, functioning as a browser extension that helps engineers inspect, debug, modify and manipulate the state of a local Ethereum node, similar to browser DevTools or React DevTools",FALSE
rivet-cloud-pay-as-you-go,Rivet.cloud,"[""[Docs](https://rivet.cloud/docs/)""]",Development platform,"[""Cloud-Based Ethereum API Service""]",$0.50/100K req,TBD,,"It offers developer tools for EVM-based chains, functioning as a browser extension that helps engineers inspect, debug, modify and manipulate the state of a local Ethereum node, similar to browser DevTools or React DevTools",FALSE
rivet-dev-cloud-free,Rivet.clev,"[""[Website](https://www.rivet.dev/cloud/)""]",Development platform,"[""AI Orchestration Tools""]",$0,TBD,,"It is cloud platform for building and scaling stateful backends with a focus on real-time applications, such as AI agents, multiplayer games and collaborative tools",FALSE
rivet-dev-cloud-hobby,Rivet.clev,"[""[Buy](https://www.rivet.dev/cloud/#pricing)""]",Development platform,"[""AI Orchestration Tools""]",$20,TBD,,"It is cloud platform for building and scaling stateful backends with a focus on real-time applications, such as AI agents, multiplayer games and collaborative tools",FALSE
rivet-dev-cloud-team,Rivet.clev,"[""[Buy](https://www.rivet.dev/cloud/#pricing)""]",Development platform,"[""AI Orchestration Tools""]",$200,TBD,,"It is cloud platform for building and scaling stateful backends with a focus on real-time applications, such as AI agents, multiplayer games and collaborative tools",FALSE
rivet-dev-cloud-enterprise,Rivet.clev,"[""[Contact](https://www.rivet.dev/sales/)""]",Development platform,"[""AI Orchestration Tools""]",Custom,TBD,,"It is cloud platform for building and scaling stateful backends with a focus on real-time applications, such as AI agents, multiplayer games and collaborative tools",FALSE
robot-framework-solidity-testing-toolkit,Robot Framework Solidity Testing Toolkit,"[""[Website](https://github.com/jg8481/Robot-Framework-Solidity-Testing-Toolkit)""]",Tool,"[""Robotframework"",""Solidity"",""Testing"",""Smart-Contracts""]",$0,TBD,,"It provides keyword-driven automation for testing, deploying and monitoring Solidity smart contracts on EVM-compatible blockchains",FALSE
rollup-codes,Rollup.codes,"[""[Website](https://www.rollup.codes/linea)""]",Tool,"[""Ethereum Rollups"",""Analysis"",""Opcodes""]",$0,TBD,,It provides resources and data to help developers building on rollups select the optimal configurations and integrate third-party services,FALSE
rubic-sdk,Rubic-SDK,"[""[Docs](https://docs.rubic.finance/integrate-sdk/sdk-overview)""]",SDK,"[""Web3 developer tools"",""Cross-chain swap API"",""Blockchain interoperability"",""DEX aggregator SDK"",""Crypto swap widget""]",Custom,TBD,,"It offers a SDK, a customizable widget and an API to allow other decentralized applications, wallets or websites to integrate its cross-chain swap functionality directly into their own platforms",FALSE
rust-ethereum-abi,Rust Ethereum ABI,"[""[Website](https://github.com/rust-ethereum/ethabi)""]",Tool,"[""Rust Ethereum ABI"",""Ethereum smart contract ABI"",""Encode decode ABI Rust""]",$0,TBD,,It provides functionality for encoding and decoding data that allows external applications and other smart contracts written in Rust to interact seamlessly with smart contracts on the Ethereum blockchain and other EVM-compatible networks,FALSE
sablier,Sablier,"[""[Website](https://sablier.com/)""]",Development platform,"[""Container Orchestration"",""Auto-Scaling"",""Docker"",""Kubernetes"",""Serverless Technology""]",$0,TBD,,"It provides the infrastructure for developers and businesses to build applications that manage on-chain token distribution, replacing traditional, discrete lump-sum payments",FALSE
safe,Safe,"[""[Website](https://safe.global/)"",""[Docs](https://docs.safe.global/home/what-is-safe)""]",Security and compliance,"[""Modular Smart Accounts"",""Account Abstraction"",""SDK"",""API""]",Custom,TBD,,"Modular smart account infrastructure with a full account abstraction stack via Safe{Core} Account Abstraction SDK, API, and Protocol",FALSE
scaffold-eth,Scaffold ETH,"[""[Website](https://github.com/scaffold-eth/scaffold-eth-2)""]",Tool,"[""dApp development"",""Ethereum development"",""Smart contract development""]",$0,TBD,,"It streamlines the complex development process by providing a pre-configured template that integrates a local blockchain environment, smart contract development tools, and a dynamic frontend",FALSE
sequence,Sequence,"[""[Docs](https://docs.sequence.xyz/home)""]",SDK,"[""Payments"",""Wallet""]",Custom,TBD,,"The modular crypto infrastructure stack that unifies wallets, 1-click cross-chain payments, and real-time data layers across EVMs",FALSE
sign-protocol,Sign Protocol,"[""[Docs](https://docs.ethsign.xyz/)""]",Tool,"[""Blockchain signature tools"",""Smart contracts"",""Web3 identity/attestation""]",Custom,TBD,,"It offers a suite of tools and APIs for integrating blockchain-based, legally compliant document signing and data verification functionalities into other Web3 applications",FALSE
smartmuv,SmartMuv,"[""[Website](https://smartmuv.app/)""]",Tool,"[""Smart contract analysis"",""Blockchain data extraction"",""Web3 development tools""]",Custom,TBD,,"It facilitate solidity smart contract analysis, deep storage data extraction, and migration",FALSE
spheron-network,Spheron Network,"[""[Website](https://www.spheron.network)""]",Development platform,"[""Web3 Infrastructure"",""Deployment"",""Scaling""]",Custom,TBD,,"It provides various tools and SDKs to help developers integrate with its decentralized infrastructure, manage deployments and utilize its compute resources",FALSE
sprintcheckout,Sprintcheckout,"[""[Website](https://sprintcheckout.com/)""]",Tool,"[""Crypto payment gateway"",""Web3 payment tools"",""Blockchain payment solution""]",Custom,TBD,,"It provides the infrastructure and tools for developers to seamlessly incorporate modern, low-cost, and user-friendly crypto payment options into their projects",FALSE
stackup-free,Stackup,"[""[Docs](https://docs.stackup.fi/)""]",Tool,"[""Account Abstraction"",""Wallet""]",$0,TBD,,Provides smart account tooling for building account abstraction within your apps. They offer Paymaster and Bundler APIs for sponsoring gas and sending account abstraction transactions,FALSE
stackup-pay-as-you-go,Stackup,"[""[Docs](https://docs.stackup.fi/)""]",Tool,"[""Account Abstraction"",""Wallet""]",$500/mo,TBD,,Provides smart account tooling for building account abstraction within your apps. They offer Paymaster and Bundler APIs for sponsoring gas and sending account abstraction transactions,FALSE
stackup-enterprise,Stackup,"[""[Docs](https://docs.stackup.fi/)""]",Tool,"[""Account Abstraction"",""Wallet""]",Custom,TBD,,Provides smart account tooling for building account abstraction within your apps. They offer Paymaster and Bundler APIs for sponsoring gas and sending account abstraction transactions,FALSE
starton-free,Starton,"[""[Website](https://github.com/starton-io)""]",Development platform,"[""Web3 API for developers"",""Build Web3 applications"",""Web3 development platform""]",€0,TBD,,It provides a unified API and a suite of tools to simplify the integration of blockchain technology into applications,FALSE
starton-pay-as-you-go,Starton,"[""[Website](https://github.com/starton-io)""]",Development platform,"[""Web3 API for developers"",""Build Web3 applications"",""Web3 development platform""]",€99/mo/project,TBD,,It provides a unified API and a suite of tools to simplify the integration of blockchain technology into applications,FALSE
starton-enterprise,Starton,"[""[Website](https://github.com/starton-io)""]",Development platform,"[""Web3 API for developers"",""Build Web3 applications"",""Web3 development platform""]",Custom,TBD,,It provides a unified API and a suite of tools to simplify the integration of blockchain technology into applications,FALSE
sublime-ethereum,Sublime-Ethereum,"[""[Website](https://github.com/davidhq/SublimeEthereum)""]",Tool,"[""Solidity""]",$0,TBD,,"It provides developers with a specialized, efficient interface for building decentralized applications and smart contracts on the blockchain",FALSE
superchain-dev-console,Superchain Dev Console,"[""[Website](https://console.optimism.io/)""]",Tool,"[""Superchain"",""OP Stack"",""Optimism"",""Layer 2""]",Custom,TBD,,"It helps developers build, test, launch and grow decentralized applications within the Superchain ecosystem",FALSE
swap-kit,SwapKit,"[""[Website](https://swapkit.dev/)""]",SDK,"[""SwapKit"",""Cross-Chain Swap"",""Multi-Chain Swap"",""DeFi SDK"",""Crypto API""]",Custom,TBD,,It offers an API and SDK for developers to integrate cross-chain swap capabilities into their own applications,FALSE
swaps,Swaps,"[""[Website](https://www.swaps.xyz/)"",""[Docs](https://docs.swaps.xyz/)""]",Tool,"[""Blockchain development"",""Decentralized applications"",""Crypto payment gateway""]",Custom,TBD,,"It abstracts the complexities of blockchain interactions, allowing developers to integrate diverse on-chain crypto experiences into their applications more easily",FALSE
swing,Swing,"[""[Website](https://swing.xyz)""]",Tool,"[""Cross-chain"",""API"",""SDK""]",$0,TBD,,"It simplifies Web3 development by allowing other applications like dApps, wallets, exchanges to easily integrate cross-chain functionality",FALSE
tableland,Tableland,"[""[Website](https://tableland.xyz/)""]",Database,"[""Web3 Database"",""Decentralized Database"",""Blockchain Database"",""SQL on Chain"",""Onchain Data""]",Custom,TBD,,"It allows developers to store and manage structured, relational data on-chain across various EVM-compatible blockchains, including Ethereum, Polygon and Optimism",FALSE
tableland-db,Tableland,"[""[Website](https://tableland.xyz/)""]",Database,"[""Decentralized database"",""SQL database"",""SQLite""]",Custom,TBD,,"It allows developers to store, manage, and query structured data for decentralized applications using familiar SQL statements, with access control and ownership tied to the blockchain",FALSE
tatum-sdk-free,Tatum,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]",$0,TBD,,"Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",FALSE
tatum-sdk-pay-as-you-go,Tatum,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]",$25/mo,TBD,,"Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",FALSE
tatum-sdk-enterprise,Tatum,"[""[Docs](https://docs.tatum.io/docs/javascript-sdk)""]",SDK,"[""Web3 development"",""Blockchain infrastructure"",""SDKs"",""Multi-chain support""]",Custom,TBD,,"Blockchain development platform offering a unified framework, SDKs and API to simplify building Web3 applications without extensive prior blockchain experience",FALSE
tenderly,Tenderly,"[""[Website](https://tenderly.co/)"",""[Docs](https://docs.tenderly.co/)""]",Development platform,"[""Debugging"",""Monitoring"",""Simulation""]",Custom,TBD,,Comprehensive development platform offering advanced smart contract debugging transaction simulation and monitoring services,FALSE
tenderly-sandbox,Tenderly,"[""[Docs](https://docs.tenderly.co/tenderly-sandbox)""]",IDE,"[""Smart Contract Development"", ""Solidity IDE"", ""In-browser Editor"", ""Transaction Debugging""]",Custom,TBD,,"It is a browser-based integrated development environment (IDE) for smart contracts that allows developers to write, test and debug Solidity code instantly without any local setup",FALSE
thirdweb-pay-as-you-go,Thirdweb,"[""[Buy](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",Development platform,"[""Smart Contracts"",""No-code"",""Account Abstraction"",""Payments"",""RPC""]",$5/$99/$499/mo,TBD,,"Leading all-in-one platform for Web3 developers to build, launch and manage applications with pre-built contracts and infrastructure tools",FALSE
thirdweb-enterprise,Thirdweb,"[""[Contact](https://thirdweb.com/pricing)"",""[Docs](https://portal.thirdweb.com/)""]",Development platform,"[""Smart Contracts"",""No-code"",""Account Abstraction"",""Payments"",""RPC""]",$1499/mo,TBD,,"Leading all-in-one platform for Web3 developers to build, launch and manage applications with pre-built contracts and infrastructure tools",FALSE
thirdweb-aa,Thirdweb,"[""[Docs](https://portal.thirdweb.com/engine/v2/features/account-abstraction)""]",Tool,"[""SDK""]",Custom,TBD,,Comprehensive solution for smart accounts with paymaster and sponsored transactions,FALSE
thirdweb-pay,Thirdweb,"[""[Docs](https://portal.thirdweb.com/pay)""]",Tool,"[""SDK""]",$0,TBD,,Fiat and cross-chain crypto payments with gas fee abstraction,FALSE
thread-db,Thread DB,"[""[Docs](https://docs.textile.io/threads/)""]",Database,"[""Decentralized database"",""P2P database""]",Custom,TBD,,"It is a multi-party,decentralized database solution built on IPFS and Libp2p that provides an alternative architecture for data on the web",FALSE
thx-network,THX Network,"[""[Docs](https://docs.thx.network/campaign-managers/getting-started)""]",Development platform,"[""Retention"",""Rewards"",""Community""]",Custom,TBD,,"It offers simplified APIs and a robust infrastructure designed to help Web2 companies and developers quickly build and integrate Web3 services, such as embedding ERC20 and ERC721 tokens into their existing applications",FALSE
toolblox-free,Toolblox,"[""[Website](https://www.toolblox.net/)""]",Tool,"[""Software development kit"",""API development"",""Programming utility"",""Coding tools""]",$0,TBD,,"No-code platform for building, deploying and managing smart contracts and decentralized applications on various blockchain networks",FALSE
toolblox-pay-as-you-go,Toolblox,"[""[Buy](https://www.toolblox.net/Pricing)""]",Tool,"[""Software development kit"",""API development"",""Programming utility"",""Coding tools""]",$19/$42/mo/$180,TBD,,"No-code platform for building, deploying and managing smart contracts and decentralized applications on various blockchain networks",FALSE
toolblox-enterprise,Toolblox,"[""[Contact](https://www.toolblox.net/CustomSolution?a=)""]",Tool,"[""Software development kit"",""API development"",""Programming utility"",""Coding tools""]",Custom,TBD,,"No-code platform for building, deploying and managing smart contracts and decentralized applications on various blockchain networks",FALSE
triangle,Triangle,"[""[Website](https://www.triangleplatform.com/)""]",Tool,"[""Web3 Developer tools"",""Wallet Infrastructure API"",""Blockchain API"",""Embed Web3 Experiences""]",Custom,TBD,,"It is a Web3 wallet infrastructure APIs and dedicated blockchain nodes for developers, aiming to simplify blockchain technology integration into applications",FALSE
truffle,Truffle,"[""[Docs](https://archive.trufflesuite.com/docs)""]",Framework,"[""JavaScript"",""Framework""]",$0,TBD,,Ethereum development environment to build deploy and test smart contracts,FALSE
turnkey-free,Turnkey,"[""[Website](https://turnkey.com/)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,"[""JavaScript"",""Wallet SDK""]",$0,TBD,,Single API for creating embedded wallets signing transactions and automating onchain actions,FALSE
turnkey-pay-as-you-go,Turnkey,"[""[Buy](https://www.turnkey.com/pricing)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,"[""JavaScript"",""Wallet SDK""]",$99/mo,TBD,,Single API for creating embedded wallets signing transactions and automating onchain actions,FALSE
turnkey-enterprise,Turnkey,"[""[Contact](https://www.turnkey.com/contact-us)"",""[Docs](https://docs.turnkey.com/sdks/introduction)""]",SDK,"[""JavaScript"",""Wallet SDK""]",Custom,TBD,,Single API for creating embedded wallets signing transactions and automating onchain actions,FALSE
type-chain,TypeChain,"[""[Website](https://github.com/dethcrypto/TypeChain)""]",Tool,"[""TypeScript"",""Smart Contracts"",""Code Generation"",""Type Safety"",""dApp Development""]",$0,TBD,,"It provides TypeScript bindings for Ethereum smart contracts, generating a type-safe API for interacting with them in decentralized applications",FALSE
uniswap-web3-react,Uniswap Web3 React,"[""[Website](https://github.com/Uniswap/web3-react)""]",Library,"[""React integration"",""Decentralized finance"",""Specific Uniswap functionalities""]",$0,TBD,,It helps developers build the frontend of decentralized applications by simplifying the process of connecting to various Web3 wallets and interacting with the Ethereum blockchain,FALSE
univoucher,UniVoucher,"[""[Docs](https://docs.univoucher.com/)""]",Tool,"[""Gift card"",""Payment gateway"",""Wallet integration""]",Custom,TBD,,"It offers an API and documentation that allow developers to integrate the functionality of creating and managing decentralized, tangible crypto gift cards into their own applications",FALSE
unlock-protocol,Unlock Protocol,"[""[Website](https://unlock-protocol.com/)""]",Tool,"[""Membership"",""NFT"",""Subscriptions"",""Smart Contracts""]",Custom,TBD,,"Open source smart contracts built for memberships and subscriptions NFTs including time-bound and recurring features, used for token gating and membership management",FALSE
venly-pay-as-you-go,Venly,"[""[Buy](https://www.venly.io/pricing)""]",Development platform,"[""APIs "",""Web3 Platform"",""Non-Fungible Tokens"",""Wallet-as-a-Service""]",$99/$199/$499/mo,TBD,,"It provides a suite of APIs and SDKs designed to help businesses integrate Web3 capabilities into their applications, offering wallet-as-a-service and NFT solutions",FALSE
venly-enterprise,Venly,"[""[Contact](https://login.venly.io/auth/realms/Arkane/protocol/openid-connect/auth?client_id=BusinessPortal&redirect_uri=https%3A%2F%2Fportal.venly.io%2F&state=750e1536-588e-4162-8994-5e2cd2964921&response_mode=fragment&response_type=code&scope=openid&nonce=7b1a0ee3-b817-48b9-879c-a4ccfa717bb1)""]",Development platform,"[""APIs "",""Web3 Platform"",""Non-Fungible Tokens"",""Wallet-as-a-Service""]",Custom,TBD,,"It provides a suite of APIs and SDKs designed to help businesses integrate Web3 capabilities into their applications, offering wallet-as-a-service and NFT solutions",FALSE
vialabs,VIA Labs,"[""[Docs](https://developer.vialabs.io/)""]",Development platform,"[""Interoperability"",""Omnichain"",""Infrastructure""]",Custom,TBD,,It offers APIs and smart contract modules,FALSE
vyper,Vyper,"[""[Docs](https://docs.vyperlang.org/en/latest/)""]",SDK,"[""Compiler"",""Pythonic programming language"",""SDK"",""Command-line interface tools"",""Interactive environment""]",$0,TBD,,"It is a contract-oriented, Pythonic programming language and associated tools for building secure and auditable smart contracts targeting the Ethereum Virtual Machine",FALSE
waffle,Waffle,"[""[Website](https://github.com/Waffle/waffle)""]",Framework,"[""Smart contracts testing""]",$0,TBD,,"It offers features such as advanced contract testing with Chai matchers, fixtures for fast test suites, contract mocking, customizable compilation,TypeScript support and NPM integration",FALSE
wagmi,Wagmi,"[""[Website](https://wagmi.sh/)""]",Library,"[""TypeScript"",""React hooks"",""Wallet SDK""]",$0,TBD,,React Hooks library simplifying Ethereum wallet connections and contract interactions in front-end apps,FALSE
wake,Wake,"[""[Website](https://getwake.io/)""]",Framework,"[""Testing framework based on pytest"",""Vulnerability & code quality detectors"",""Static analysis framework""]",$0,TBD,,"It provides a suite of developer tools focused on the development, testing and security analysis of Solidity smart contracts, serving primarily as a development and testing framework using Python",FALSE
walletconnect,WalletConnect,"[""[Docs](https://docs.walletconnect.com/)""]",SDK,"[""Wallet Integration"",""Protocol""]",Custom,TBD,,"Open-source protocol that securely connects mobile wallets to decentralized applications for transaction signing and secure interaction in blockchain apps""",FALSE
walletkit-pay-as-you-go,WalletKit,"[""[Buy](https://walletkit.com/pricing/)""]",SDK,"[""JavaScript"",""Wallet""]",$75/$250/mo,TBD,,It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,FALSE
walletkit-enterprise,WalletKit,"[""[Contact](https://walletkit.com/pricing/)""]",SDK,"[""JavaScript"",""Wallet""]",Custom,TBD,,It provides the underlying infrastructure and features that allow wallets to securely connect and interact with thousands of decentralized applications across various blockchains via the WalletConnect network,FALSE
web3auth-free,Web3Auth,"[""[Website](https://web3auth.io/index.html)"",""[Docs](https://web3auth.io/docs/)""]",SDK,"[""Social logins"",""Wallet SDK""]",$0,TBD,,OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,FALSE
web3auth-pay-as-you-go,Web3Auth,"[""[Buy](https://web3auth.io/pricing.html)"",""[Docs](https://web3auth.io/docs/)""]",SDK,"[""Social logins"",""Wallet SDK""]",$69/$399/mo,TBD,,OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,FALSE
web3auth-enterprise,Web3Auth,"[""[Contact](https://calendly.com/elishamm/sales?month=2026-01)"",""[Docs](https://web3auth.io/docs/)""]",SDK,"[""Social logins"",""Wallet SDK""]",Custom,TBD,,OAuth-based social login SDK enabling non-custodial key management and quick user onboarding for Web3 applications,FALSE
web3-js,Web3.js,"[""[Docs](https://web3js.readthedocs.io/)""]",Library,"[""JavaScript"",""Library""]",$0,TBD,,JavaScript/TypeScript library that provides an API to interact with Ethereum nodes i.e send transactions query blockchain,FALSE
web3-py,Web3.py,"[""[Docs](https://web3py.readthedocs.io/)""]",Library,"[""Web3.py""]",$0,TBD,,"It allows Python developers to build decentralized applications without needing to work directly with the underlying, complex JSON-RPC protocols",FALSE
whal3s,Whal3s,"[""[Website](https://whal3s.xyz/)""]",Tool,"[""Web3 developer platform"",""Token-gated experience"",""Blockchain integration""]",Custom,TBD,,"It helps developers and agencies integrate blockchain features into their existing applications or websites quickly and efficiently, without needing their own server infrastructure for usage data",FALSE
zerodev,ZeroDev,"[""[Docs](https://docs.zerodev.app/)""]",Tool,"[""Account Abstraction"",""Programmable Wallet"",""UI""]",Custom,TBD,,It provides a software development kit for developers to build user-friendly applications and smart wallets with advanced features,FALSE
ziion-linux-distro,Ziion Linux distro,"[""[Website](https://www.ziion.org/)""]",Security and compliance,"[""Security Testing"",""Vulnerability Assessment"",""Cybersecurity"",""Virtual Machine""]",$0,TBD,,"Functions as a specialized, pre-configured provider of developer and security tools for the blockchain and Web3 ecosystem",FALSE
zksync-elastic,ZKsync Elastic Chain,"[""[Docs](https://docs.zksync.io/zksync-network/sdk)""]",SDK,"[""SDK""]",$0,TBD,,Trustless asset transfers and fast cross-chain interactions between ZKsync chains,FALSE
